scene_context_id,scene_id,pov_character,location,present_characters,active_goals,active_threats,known_propositions,believed_propositions,false_beliefs,concealed_propositions,objects_present,relationship_states,open_promises,reader_advantage,reader_disadvantage,revision_context,source_document,review_status,notes
CTX-B03-C21-S02,B03-C21-S02,Jonah Harrow,Library boiler room,Jonah Harrow; Margot Vance; Henderson; Fire Elemental,Assess the library's new power source and shield capacity.,"Dangerous elemental energy, risk of Margot burning out.",Jonah learns the salvaged elemental can power the library's defenses indefinitely.,Margot accepts deeper integration with the library's war systems.,,,Fire Elemental contained in boiler furnace and connected to ley-line system.,Jonah grounds Margot with his earth magic and warns her against burnout.,The elemental power source may carry costs or instability.; Fortress-defense and Margot-burnout threads.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C21-S03,B03-C21-S03,Jonah Harrow,Library reading-room armory,Jonah Harrow; Margot Vance; Aleksei; resistance fighters,Choose and distribute weapons for the coming siege.,"Cursed artifacts, ethical limits, overwhelming enemy force.",Jonah learns the archive contains powerful but ethically dangerous weapons.,He balances pragmatism with refusal to become indistinguishable from the enemy.,,,Rifles to squad leaders; armor to Trolls; combat grimoires assigned.,Margot and Jonah share authority over magical and conventional armament.,Dark weapons may become necessary if defenses fail.; Siege preparation and ethical-war threads.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C21-S04,B03-C21-S04,Jonah Harrow,Margot's office / War Room,Jonah Harrow; Margot Vance,Create a viable defense plan against heavy armor.,"Inferior numbers, only one viable bridge route, limited endurance.",Margot learns Jonah expects only one or two hours against a full armored column.,Jonah confronts the inadequacy of purely military defense.,,,Topographic map and contingency routes used.,Margot challenges Jonah's sacrifice logic and asks him to preserve the Scrolls if they lose.,"If the fortress falls, the Scrolls must escape through the coal chute.; Final siege and evidence-preservation threads.",,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C21-S05,B03-C21-S05,Jonah Harrow,Margot's office,Jonah Harrow; Margot Vance,Answer what Margot means to Jonah and settle the sacrifice dispute.,"Fear of loss, war pressure, inability to articulate emotional dependence.","Margot learns Jonah believes he has been guarding her, not merely the town.",Jonah articulates love-like devotion instead of hiding behind duty.,,,None.,"The mate bond receives explicit emotional language, though interrupted before full resolution.",Jonah's emotional declaration must be completed or answered.; Relationship-resolution thread.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C21-S06,B03-C21-S06,Jonah Harrow,Library office window and town bridge,Jonah Harrow; Margot Vance; Valerius; Grey Guard; townspeople,Assess the approaching enemy and decide whether to surrender.,"Five hundred anti-magic Grey Guard, silver pikes, flamethrowers, Valerius's ultimatum.","Jonah and Margot learn Valerius brought anti-magic infantry designed specifically for Wolves, Trolls, and magical defenses.",The rebellion confirms it will fight despite impossible odds.,,,Naval binoculars used; large siege grimoire requested.,Jonah and Margot move together into final-siege command.,"The Grey Guard siege will begin immediately.; Final siege, Valerius confrontation, and fortress-defense threads.",,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C22-S01,B03-C22-S01,Shared POV (Jonah / Margot),Library front lawn trench line,Jonah Harrow; Margot Vance; Grey Guard; resistance defenders,Hold the trench line against the first Grey Guard assault.,"Anti-magic infantry, silver weapons, flamethrowers, and disciplined formation tactics.",The defenders learn the Grey Guard can neutralize many magical attacks through anti-magic formation discipline.,Jonah accepts the outer line cannot hold and shifts to interior defense.,,,Wounded allies and weapons moved inside.,Jonah and Margot coordinate the retreat under fire.,The library doors and interior traps must stop the breach.; Grey Guard siege and fortress-defense threads.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C22-S02,B03-C22-S02,Margot Vance,Library lobby,Margot Vance; Jonah Harrow; Aleksei; Grey Guard vanguard,Prepare an interior trap before the Grey Guard enters.,"Doors burning through, limited time, enemy numbers.",Margot confirms the Grey Guard will enter in disciplined mass formation.,She chooses architectural manipulation over direct force.,,,Trap controls activated.,Jonah trusts Margot's control of the building's systems.,The Escher trap must contain or neutralize the vanguard.; Library-defense and architectural-magic threads.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C22-S03,B03-C22-S03,Shared POV,Library atrium Escher pit,Margot Vance; Jonah Harrow; Grey Guard vanguard; Valerius,Use the folded floor to remove the Grey Guard vanguard.,Enemy reserves and uncertain trap capacity.,The defenders learn the Escher mechanism can trap a large disciplined force.,Margot sees the building can still outthink modern siege doctrine.,,,Grey Guard vanguard displaced into dimensional containment.,The defenders rally around Margot's tactical success.,Valerius will answer the trap with a different weapon.; Valerius escalation and library-defense threads.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C22-S04,B03-C22-S04,Jonah Harrow,Library entrance,Jonah Harrow; Margot Vance; Valerius; Grey Guard,Keep Valerius from forcing surrender or seizing the Scroll.,"Valerius's leverage, hostages or threatened civilians, and siege escalation.","Jonah understands Margot is going for the Elemental, not the Scroll.",He trusts her improvisation without exposing it.,,,None.,Silent strategic communication between Jonah and Margot deepens.,Margot will use the Fire Elemental against Valerius's next weapon.; Elemental-power and siege-escalation threads.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C22-S05,B03-C22-S05,Margot Vance,Library boiler room and entrance,Margot Vance; Fire Elemental; Valerius; defenders,Recruit the Fire Elemental against the approaching threat.,"Elemental volatility, time pressure, and unknown enemy weapon.",Margot learns Valerius has brought a relic Siege Golem from the War of 1999.,She recognizes ordinary firepower will be insufficient.,,,Fire Elemental remains contained but engaged.,Margot treats the Elemental as an ally rather than mere power source.,The Siege Golem must be stopped before it destroys the library.; Valerius escalation and library-destruction threads.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C22-S06,B03-C22-S06,Shared POV,Library front entrance and atrium,Jonah Harrow; Margot Vance; Grishka; Siege Golem; defenders; Valerius,Stop the Siege Golem's first breach.,"Thirty-foot necromantic construct, rotary cannon, battering force, self-repair.",The defenders learn the Golem is far stronger than Troll or conventional defenses.,Margot recognizes the next solution must exploit classification or rules rather than strength.,,,None.,Jonah and Margot remain jointly focused despite tactical disaster.,Find a conceptual loophole to neutralize the Golem.; Golem threat and library-survival threads.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C23-S01,B03-C23-S01,Margot Vance,Library atrium and balcony,Margot Vance; Jonah Harrow; Henderson; Grishka; Siege Golem,Identify a non-force solution to the Golem.,"Self-repair, necrotic heat, collapsing library, wounded defenders.",Margot identifies the Golem as an animate object subject to library classification.,She reframes the enemy from weapon to inventory.,,,None.,Jonah buys time while Margot takes intellectual command.,Use cataloging rules to process the Golem as inventory.; Golem-neutralization thread.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C23-S02,B03-C23-S02,Margot Vance,Reference Desk and Old Index,Margot Vance; Henderson; Siege Golem,Find the exact classification and transport mechanism needed.,"Burning library, time pressure, unusual construct class.",Margot learns the Golem can be labeled as inventory and routed to the Void.,She trusts library procedure as a battlefield weapon.,,,Keeper's Label Gun acquired with VOID-destination tags.,None beyond command coordination with Henderson.,Attach the tag to the Golem and route it to Oversize Returns.; Cataloging-weapon thread.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C23-S03,B03-C23-S03,Margot Vance,Library atrium,Margot Vance; Jonah Harrow; Aleksei; Siege Golem,Reach the Golem and attach the inventory label.,"Rotary cannon, moving construct, collapsing interior.",The defenders confirm the library's inventory authority can override the Golem temporarily.,Margot's rule-based solution proves stronger than raw force.,,,VOID label attached to Golem.,Jonah and Aleksei coordinate around Margot's plan.,The tag must survive the Golem's resistance.; Golem-processing thread.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C23-S04,B03-C23-S04,Margot Vance,Library lobby and loading-dock route,Margot Vance; Jonah Harrow; Henderson; Sarah; Aleksei; Siege Golem,Complete the return process before the Golem purges the label.,"Logic conflict, empty Label Gun, Golem resisting rollers.",Margot learns the return requires manual verification.,The team accepts absurd library procedure as literal combat doctrine.,,,Checkout Stamp transferred from Sarah to Margot.,Multiple allies support Margot's high-risk maneuver.,Stamp the Golem before it breaks free.; Golem-processing climax.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C23-S05,B03-C23-S05,Margot Vance,Library loading-dock hallway and Oversize Returns chute,Margot Vance; Jonah Harrow; Aleksei; Henderson; Siege Golem,Stamp the Golem and force it into the Void chute.,"Heat, height, Golem resistance, dangerous chute edge.",The defenders confirm the library's cataloging authority can dispose of even a necromantic war machine.,Margot fully embraces her Keeper role as battlefield authority.,,,Siege Golem transferred into trans-dimensional Void; Checkout Stamp remains with Margot.,Jonah supports Margot's command rather than taking over.,Valerius will answer the loss of his prototype.; Valerius escalation thread.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C23-S06,B03-C23-S06,Margot Vance,Library lobby,Margot Vance; Jonah Harrow; Grishka; Henderson; Valerius over radio,"Recover, assess casualties, and understand Valerius's next move.","Exhaustion, injuries, ongoing siege, enemy patience.",The defenders learn Valerius intends to starve and isolate them rather than breach immediately.,Margot rejects passive endurance and chooses to rewrite the rules.,,,Checkout Stamp remains in Margot's possession.,Jonah and Margot reaffirm shared command.,Break the siege through an offensive move.; Valerius confrontation and information-war threads.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C24-S01,B03-C24-S01,Jonah Harrow,Library lobby on Day Two of siege,Jonah Harrow; Margot Vance; Sarah; Aleksei; resistance civilians,Find a way to break Valerius's communications blackout.,"Jamming, limited water, siege starvation strategy, enemy surveillance.",The defenders learn the old AM transmitter may bypass modern jamming and reach five hundred miles.,Jonah recognizes public witnesses are more valuable than conventional reinforcements.,,,Mission weapons and communications gear prepared.,Margot preemptively orders Aleksei to stop Jonah from reckless solo action.,Broadcast the truth beyond the quarantine.; Information-war and audience threads.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C24-S02,B03-C24-S02,Jonah Harrow,"Coal chute, riverbank, and forest route",Jonah Harrow; Sarah; Aleksei; Magisterium patrol,Exit the library unseen and reach the logging station.,"Patrol skiff, jamming field, snow, enemy guards.",Jonah learns the transmitter is lightly guarded and still powered.,The mission appears feasible despite the siege.,,,No major transfer.,Sarah and Aleksei function as trusted field partners.,Take the station without raising an alarm.; Broadcast mission.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C24-S03,B03-C24-S03,Jonah Harrow,Abandoned logging-station transmitter shack,Jonah Harrow; Sarah; Aleksei; two Grey Guard guards,Capture the station and activate the transmitter.,"Guards, obsolete equipment, risk of detection.",The team confirms the old technology bypasses the jamming field.,Jonah decides the message should center survival and witness rather than vengeance.,,,Bakelite microphone and transmitter controls placed in Jonah's use.,Sarah and Aleksei support Jonah's role as public voice.,Jonah must deliver a credible public broadcast before triangulation.; Information-war thread.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C24-S04,B03-C24-S04,Jonah Harrow,Logging-station transmitter shack,Jonah Harrow; Sarah; Aleksei; unseen regional listeners; approaching enemy,Expose Valerius and ask outsiders to witness the siege.,"Official propaganda, limited broadcast time, rapid signal triangulation.",Regional listeners learn Snowfall Creek is being besieged and erased under false biohazard claims.,Jonah reframes victory as visibility rather than cavalry.,,,Transmitter deliberately destroyed after broadcast.,He publicly names the town's plural community as worth defending.,An audience may arrive and prevent a secret massacre.; Public-witness and information-war threads.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C24-S05,B03-C24-S05,Jonah Harrow,Forest and ravine near logging station,Jonah Harrow; Sarah; Aleksei; Grey Guard Hunters,Escape the response team and return to the library.,"Hunters, net gun, taser, silver containment collar, exhaustion.",Jonah learns Valerius has specialized Alpha-containment teams.,He accepts extreme self-endangerment to preserve the broadcast's success.,,,"Jonah loses clothes, weapons, and likely comms during escape.",The separation delays his return to Margot.,"Jonah must survive the river and reunite with Margot.; Self-sacrifice, pursuit, and reunion threads.",,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C24-S06,B03-C24-S06,Jonah Harrow,Riverbank and highway outside Snowfall Creek,Jonah Harrow; approaching civilian convoy,Survive the river and determine whether the broadcast mattered.,"Hypothermia, isolation, lost communications, distance from library.",Jonah learns the broadcast succeeded and outsiders are coming to witness the siege.,He understands the decisive force may be public visibility rather than military rescue.,,,Comms and gear lost in river; no Treaty involved.,His immediate goal becomes returning to Margot with proof the plan worked.,"The arriving audience must survive, enter, or expose the siege.; Public-witness and final-accountability threads.",,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C25-S01,B03-C25-S01,Shared POV (Margot / Jonah),Library coal chute and interior,Margot Vance; Jonah Harrow; defenders,Get Jonah back inside after the broadcast mission and assess the audience response.,"Jonah's hypothermia, separation, ongoing siege, and Valerius's next contingency.",Margot learns civilian witnesses are approaching Snowfall Creek.,Both accept that visibility has shifted the battlefield.,,,Jonah receives borrowed clothes and warming care.,Margot prioritizes Jonah's recovery while continuing command.,The arriving witnesses must be protected from Valerius's response.; Public-witness and siege-collapse threads.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C25-S02,B03-C25-S02,Jonah Harrow,Library steps and town square,Jonah Harrow; Margot Vance; Valerius; civilian convoy; cameras; defenders,Use the arriving audience to force Valerius to stand down.,"Valerius's backup systems, Grey Guard presence, and media manipulation.",Jonah learns Valerius retained a secondary Feral Signal delivery method.,Public visibility alone is not enough if Valerius can manufacture the images.,,,No major transfer.,Jonah and Margot face the audience confrontation together.,Stop the backup Feral Signal before the witnesses are killed.; Information-war and Valerius-contingency threads.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C25-S03,B03-C25-S03,Margot Vance,Town square,Margot Vance; Jonah Harrow; Valerius; transformed supernatural defenders; civilian witnesses,Understand and stop the backup signal.,"Airborne or injected feral agent, panicked civilians, monsters losing control on camera.",Margot learns the backup system is designed to create visual proof of monster violence.,"She recognizes the central weapon is narrative engineering, not only infection.",,,No major transfer.,Margot's immediate focus shifts from Jonah to curing the entire infected population.,Develop and distribute a cure before the massacre becomes irreversible.; Feral-virus and information-war threads.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C25-S04,B03-C25-S04,Shared POV,Town square and library entrance,Margot Vance; Jonah Harrow; Grey Guard; feral defenders; civilians,Prevent the massacre and retreat to the library.,"Feral allies, Grey Guard herding tactics, cameras, Jonah's infection.",Margot learns the Grey Guard is deliberately directing the violence for public consumption.,She abandons any hope of solving the crisis through battlefield tactics alone.,,,Library doors sealed; Jonah remains outside without Margot.,Separation creates immediate rescue urgency.,"Margot must cure and recover Jonah.; Virus, separation, and Valerius-defeat threads.",,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C25-S05,B03-C25-S05,Margot Vance,Library interior,Margot Vance; Henderson; Aleksei; Fire Elemental,Create a cure for the feral infection and save Jonah.,"No existing antidote, time pressure, infected town, limited ingredients.",Margot identifies the infection as treatable through a synthesized counter-agent.,She moves from defensive Keeper to active creator of new knowledge.,,,Alchemy tools and ingredients gathered.,Her love for Jonah becomes the emotional center of the cure effort.,Synthesize the cure and administer it to Jonah.; Virus-cure and reunion threads.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C25-S06,B03-C25-S06,Margot Vance,Library alchemy station,Margot Vance; Henderson; Aleksei; Fire Elemental,Begin the antiviral synthesis.,"Dangerous ingredients, improvised process, little time.",Margot begins converting archive knowledge into original medicine.,She declares an end to keeping secrets and commits to making solutions.,,,Dragon's blood and alchemical apparatus enter active use.,Allies support Margot's leadership and scientific improvisation.,The synthesized cure must work on the techno-arcane virus.; Cure-development thread.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C26-S01,B03-C26-S01,Jonah Harrow,Snowfall Creek service alleys,Jonah Harrow,Resist the feral virus and avoid killing anyone.,"Chemical rage, hallucinations, forced transformation, predatory compulsion.",Jonah learns the parasite is distinct from his true Wolf and can override his actions.,He begins treating himself as a containment threat.,,,No major transfer.,Margot remains his psychological anchor despite absence.,Jonah must confine himself before he harms a person.; Virus-control and self-sacrifice threads.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C26-S02,B03-C26-S02,Jonah Harrow,The Howling Moon,Jonah Harrow; Principal Henderson,Find refuge without attacking a civilian.,"Blood scent, hunger, feral compulsion, terrified civilian.","Jonah learns restraint is still possible, but only narrowly.",He decides physical confinement is necessary.,,,Whiskey consumed; no lasting custody.,His sheriff identity survives through self-denial.,Reach the Sheriff's Station and lock himself away.; Self-containment thread.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C26-S03,B03-C26-S03,Jonah Harrow,Sheriff's Station holding cells,Jonah Harrow; Margot Vance over CCTV,Contain himself and warn Margot away.,"Fever, hallucinations, fear of killing Margot, approaching kill squad.",Jonah learns Margot can see and communicate with him remotely.,He recognizes she will not accept unilateral sacrifice.,,,Cell custody self-imposed.,Margot's refusal reinforces reciprocal protection.,"Margot will intervene despite Jonah's command.; Rescue, cure, and relationship threads.",,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C26-S04,B03-C26-S04,Jonah Harrow,Sheriff's Station holding cells,Jonah Harrow; Margot Vance over speaker; Magisterium kill squad,Survive until Margot can help without proving Valerius's narrative.,"Execution team, feral infection, locked cell.",Margot and Jonah learn the virus can be disrupted by a counter-signal.,The infection appears techno-arcane rather than purely biological.,,,No major transfer.,Margot saves Jonah remotely through analysis rather than force.,The counter-signal must become a complete cure or protective system.; Virus-mechanism and rescue threads.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C26-S05,B03-C26-S05,Jonah Harrow,Sheriff's Station holding cells,Jonah Harrow; Magisterium kill squad; Silas,Survive execution and escape the cell.,"Armed soldiers, weakness after purging the virus, locked confinement.",Jonah learns Silas is a revenant and the Archives can awaken historical agents.,His understanding of the founding era gains a living witness.,,,Cell lock destroyed; Silas's sword-cane introduced.,Margot's rescue network expands through the library itself.,Silas's knowledge of the town and Iron Horse will matter.; Founding-history and rescue threads.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C26-S06,B03-C26-S06,Jonah Harrow,Snowfall Creek alleys and B4 Vault,Jonah Harrow; Margot Vance; Silas; Aleksei; Henderson; Fire Elemental,Reunite Jonah with Margot and determine the true source of the virus.,"Dormant infection, time pressure, hidden mobile transmitter.",The group learns the Iron Horse is transmitting the Feral Signal and that stopping it requires boarding the train.,Jonah stops treating himself as incurably monstrous and focuses on the source.,,,Train map and robbery plan introduced.,Margot and Jonah reunite but avoid contact until the infection is controlled.,Board the Iron Horse and shut down the Feral Signal.; Virus-source and Valerius-defeat threads.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C27-S01,B03-C27-S01,Margot Vance,B4 Vault planning table,Margot Vance; Jonah Harrow; Silas; Aleksei; Henderson; Sarah,Plan a safe way to board and disable the Iron Horse.,"Mobile fortress defenses, sixty-mile-per-hour speed, radioactive or feral meltdown risk.",The team learns the Iron Horse is a shielded mobile fortress with the Emitter core in the locomotive.,Margot accepts an extremely high-risk boarding operation as the only viable option.,,,Iron Horse map used for planning.,Jonah joins Margot as equal mission commander despite infection.,Board the train from the zip-line before it reaches the dam.; Train-robbery and virus-source threads.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C27-S02,B03-C27-S02,Margot Vance,Condemned zip-line tower over Granite Abyss,Margot Vance; Jonah Harrow; Silas; Aleksei; Henderson; Sarah,Reach the tower platform and time the boarding jump.,"Gale-force wind, extreme height, condemned structure, approaching train.",The team confirms the cable crosses directly over the train at the trestle.,Margot accepts fear without surrendering action.,,,Harnesses and zip-line handles used.,Aleksei's loyalty and expendability logic support the group.,Each team member must land on the train safely.; Boarding-operation thread.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C27-S03,B03-C27-S03,Margot Vance,Iron Horse roof,Margot Vance; Jonah Harrow; Aleksei; Henderson; Sarah; Silas,Land the team on the train and breach the maintenance hatch.,"Roof turrets, speed, wind, hard landing, locked hatch.",The team learns the train's roof defenses can be disabled physically.,Margot trusts the improvised team to execute the impossible plan.,,,Mounted turret torn off and discarded; hatch access gained.,The group functions as a coherent assault unit.,Breach the server car and locate the true Emitter.; Train-assault thread.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C27-S04,B03-C27-S04,Margot Vance,Iron Horse nerve-center car,Margot Vance; Jonah Harrow; Henderson; Aleksei; Shock Troopers,Take the server car and shut down the Feral Signal.,"Elite Shock Troopers, confined firefight, misleading server architecture.",The team learns the locomotive contains both the Emitter and Jackson Harrow as a living Alpha battery.,Jonah's mission changes from system shutdown to rescuing his father.,,,Server systems captured; telemetry data accessed.,Margot witnesses Jonah's deepest family wound become immediate.,"Rescue Jackson Harrow from the locomotive.; Father mystery, train assault, and Valerius confrontation.",,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C27-S05,B03-C27-S05,Shared POV,Iron Horse sleeper cars and engine-room approach,Jonah Harrow; Margot Vance; Valerius; train guards; Henderson; Aleksei; Sarah; Silas,"Fight through the train, reach Jackson, and stop the collision.","Elite guards, Jonah's pain-driven rage, Valerius, sealed engine room, ten-minute collision course.",The team learns the Iron Horse will hit the dam in ten minutes and wipe out the valley.,Margot distinguishes pain from chosen anger and tries to keep Jonah from becoming feral.,,,Engine-room doors sealed; train controls remain with Valerius.,Margot acts as Jonah's moral anchor during the father's rescue crisis.,"Rescue Jackson, stop the train, and defeat Valerius before the dam impact.; Final-train climax.",,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C28-S01,B03-C28-S01,Shared POV,Iron Horse engine room,Jonah Harrow; Margot Vance; Valerius; Jackson Harrow,"Free Jackson, defeat Valerius, and regain control of the locomotive.","Valerius's kinetic magic, Jonah's infection, sealed Alpha tank, runaway engine.",The team learns the engine is locked at maximum speed.,Margot recognizes stopping the train will require structural sacrifice rather than normal control.,,,No major transfer.,Jonah and Margot divide roles between combat and rescue without hesitation.,"Decouple the rear cars and free Jackson before impact.; Dam-collision, Jackson-rescue, and Valerius-defeat threads.",,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C28-S02,B03-C28-S02,Aleksei,Iron Horse roof and coupling,Aleksei; Sarah; Henderson,Decouple the passenger cars from the runaway locomotive.,"High speed, drones, broken arm, Magisterium safety chains.",The team learns manual decoupling requires cutting reinforced safety chains.,Aleksei accepts the need for a dangerous close-range cut.,,,Coupling pin expelled; Aleksei's sword prepared for chain cut.,Sarah and Aleksei coordinate under extreme pressure.,Cut the chains before the locomotive reaches the dam.; Train-decoupling thread.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C28-S03,B03-C28-S03,Margot Vance,Iron Horse engine room,Margot Vance; Jonah Harrow; Valerius; Jackson Harrow,Break Jackson's tank and shut down the Emitter.,"Empty shotgun, reinforced tank glass, Valerius's attack, draining life support.",The team confirms the Feral Signal and Jonah's parasite depend on the locomotive Emitter.,Jonah regains confidence that the Wolf is himself rather than the infection.,,,Emitter controls destroyed; Jackson removed from tank.,Margot saves both Jonah and Jackson through direct action.,"Survive the collision and finish Valerius.; Virus-cure, father-rescue, and final-antagonist threads.",,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C28-S04,B03-C28-S04,Shared POV,Iron Horse coupling and engine room,Jonah Harrow; Margot Vance; Jackson Harrow; Valerius; Aleksei; Sarah; Henderson,Separate the rear cars and survive the final approach to the dam.,"Safety chains, runaway locomotive, Valerius's escape, seconds remaining.",The team learns Valerius has planned an aerial escape.,Jonah and Margot accept they must survive impact rather than stop it.,,,Rear cars separate; Valerius departs with parachute.,Jonah physically shields Margot and Jackson.,Survive the locomotive crash and pursue Valerius afterward.; Collision and antagonist-escape threads.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C28-S05,B03-C28-S05,Shared POV,Granite dam and reservoir,Jonah Harrow; Margot Vance; Jackson Harrow,Survive the locomotive impact and prevent catastrophic dam failure.,"Ninety-mile-per-hour collision, exploding engine, reservoir water, damaged dam.",Margot and Jonah learn the valley has survived and the signal is gone.,They recognize the impossible mission actually succeeded.,,,Locomotive and Emitter destroyed in reservoir.,Jonah remains physically protective through the impact.,Recover Jackson and return to town to finish the war.; Aftermath and final-Valerius threads.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C28-S06,B03-C28-S06,Shared POV,Dam rip-rap,Jonah Harrow; Margot Vance; Jackson Harrow,Stabilize Jackson and decide the next move.,"Jackson's decade of damage, exhaustion, cold, Valerius still at large.",Jonah learns Jackson's identity and mind survived the battery captivity.,Jonah's grief over his father's death is replaced by fragile hope.,,,No major transfer.,Margot becomes part of the Harrow family reunion and recovery plan.,Heal Jackson and defeat Valerius in town.; Father-recovery and final-accountability threads.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
