normalized_event_id,book_id,start_scene_id,end_scene_id,event_label,event_type,participant_entity_ids,participant_roles,continuity_group_id,source_span,source_quote,evidence_status,canonical_status,review_status,review_rationale
N-EVT-B03-C16-S04-004,B03,B03-C16-S04,B03-C16-S04,roles assigned,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,CH16-LOCAL-SEQUENCE,B03-C16-S04,roles assigned,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C16-S04-005,B03,B03-C16-S04,B03-C16-S04,Margot accepts leadership,narrative_action,ENT-CHAR-0001;ENT-CHAR-0002,Jonah Harrow:participant;Margot Vance:participant,CH16-LOCAL-SEQUENCE,B03-C16-S04,Margot accepts leadership,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C16-S05-001,B03,B03-C16-S05,B03-C16-S05,Henderson builds improvised explosives,preparation,ENT-CHAR-0002;ENT-CHAR-0001;ENT-CHAR-0012,Margot Vance:participant;Jonah Harrow:participant;Henderson:participant,CH16-LOCAL-SEQUENCE,B03-C16-S05,Henderson builds improvised explosives,scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; continuity-group-local
N-EVT-B03-C16-S05-002,B03,B03-C16-S05,B03-C16-S05,Aleksei takes crowbar,narrative_action,ENT-CHAR-0002;ENT-CHAR-0001;ENT-CHAR-0004,Margot Vance:participant;Jonah Harrow:participant;Aleksei Petrov:participant,CH16-LOCAL-SEQUENCE,B03-C16-S05,Aleksei takes crowbar,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C16-S05-003,B03,B03-C16-S05,B03-C16-S05,Margot transfers Treaty,narrative_action,ENT-CHAR-0001;ENT-CHAR-0002;ENT-OBJ-0010,Jonah Harrow:participant;Margot Vance:participant;Original Integration Treaty:participant,FOUNDING-TRUTH,B03-C16-S05,Margot transfers Treaty,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review"
N-EVT-B03-C16-S05-004,B03,B03-C16-S05,B03-C16-S05,Jonah gives firearm instructions,narrative_action,ENT-CHAR-0002;ENT-CHAR-0001,Margot Vance:participant;Jonah Harrow:participant,JONAH-INJURY,B03-C16-S05,Jonah gives firearm instructions,scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; type-review
N-EVT-B03-C16-S05-005,B03,B03-C16-S05,B03-C16-S05,radio check,narrative_action,ENT-CHAR-0002;ENT-CHAR-0001,Margot Vance:participant;Jonah Harrow:participant,CH16-LOCAL-SEQUENCE,B03-C16-S05,radio check,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C16-S05-006,B03,B03-C16-S05,B03-C16-S05,desperate kiss,narrative_action,ENT-CHAR-0002;ENT-CHAR-0001,Margot Vance:participant;Jonah Harrow:participant,RELATIONSHIP-ESCALATION,B03-C16-S05,desperate kiss,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review"
N-EVT-B03-C16-S05-007,B03,B03-C16-S05,B03-C16-S05,team departs,narrative_action,ENT-CHAR-0002;ENT-CHAR-0001,Margot Vance:participant;Jonah Harrow:participant,CH16-LOCAL-SEQUENCE,B03-C16-S05,team departs,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C17-S01-001,B03,B03-C17-S01,B03-C17-S01,Team crawls through septic outflow,narrative_action,ENT-CHAR-0002,Margot Vance:participant,RESORT-INFILTRATION,B03-C17-S01,Team crawls through septic outflow,scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; type-review
N-EVT-B03-C17-S01-002,B03,B03-C17-S01,B03-C17-S01,radio contact weakens,narrative_action,ENT-CHAR-0002,Margot Vance:participant,CH17-LOCAL-SEQUENCE,B03-C17-S01,radio contact weakens,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C17-S01-003,B03,B03-C17-S01,B03-C17-S01,Henderson uses reactive drain cleaner,narrative_action,ENT-CHAR-0002;ENT-CHAR-0012,Margot Vance:participant;Henderson:participant,CH17-LOCAL-SEQUENCE,B03-C17-S01,Henderson uses reactive drain cleaner,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; type-review, continuity-group-local"
N-EVT-B03-C17-S01-004,B03,B03-C17-S01,B03-C17-S01,grate opens,narrative_action,ENT-CHAR-0002,Margot Vance:participant,CH17-LOCAL-SEQUENCE,B03-C17-S01,grate opens,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C17-S01-005,B03,B03-C17-S01,B03-C17-S01,Margot checks Jonah's map,narrative_action,ENT-CHAR-0001;ENT-CHAR-0002,Jonah Harrow:participant;Margot Vance:participant,JONAH-INJURY,B03-C17-S01,Margot checks Jonah's map,scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; type-review
N-EVT-B03-C17-S02-001,B03,B03-C17-S02,B03-C17-S02,Troopers discuss freezing detainees,narrative_action,ENT-CHAR-0002,Margot Vance:participant,CH17-LOCAL-SEQUENCE,B03-C17-S02,Troopers discuss freezing detainees,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; type-review, continuity-group-local"
N-EVT-B03-C17-S02-002,B03,B03-C17-S02,B03-C17-S02,Jonah orders mission focus,decision,ENT-CHAR-0002;ENT-CHAR-0001,Margot Vance:participant;Jonah Harrow:participant,JONAH-INJURY,B03-C17-S02,Jonah orders mission focus,scene-ledger-event-specific,candidate,scaled-reviewed-v1.0,Derived from author-ratified scene ledger major event; no remaining review flag.
N-EVT-B03-C17-S02-003,B03,B03-C17-S02,B03-C17-S02,Henderson hot-wires elevator,narrative_action,ENT-CHAR-0002;ENT-CHAR-0012,Margot Vance:participant;Henderson:participant,RESORT-INFILTRATION,B03-C17-S02,Henderson hot-wires elevator,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review"
N-EVT-B03-C17-S02-004,B03,B03-C17-S02,B03-C17-S02,override sends team upward,narrative_action,ENT-CHAR-0002,Margot Vance:participant,CH17-LOCAL-SEQUENCE,B03-C17-S02,override sends team upward,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; type-review, continuity-group-local"
N-EVT-B03-C17-S02-005,B03,B03-C17-S02,B03-C17-S02,weapons drawn,narrative_action,ENT-CHAR-0002,Margot Vance:participant,CH17-LOCAL-SEQUENCE,B03-C17-S02,weapons drawn,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C17-S03-001,B03,B03-C17-S03,B03-C17-S03,Team captured at elevator,narrative_action,ENT-CHAR-0002,Margot Vance:participant,RESORT-INFILTRATION,B03-C17-S03,Team captured at elevator,scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; type-review
N-EVT-B03-C17-S03-002,B03,B03-C17-S03,B03-C17-S03,Valerius defends sanitization calculus,narrative_action,ENT-CHAR-0002;ENT-CHAR-0014,Margot Vance:participant;Inquisitor Valerius:participant,MAGISTERIUM-OCCUPATION,B03-C17-S03,Valerius defends sanitization calculus,scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; type-review
N-EVT-B03-C17-S03-003,B03,B03-C17-S03,B03-C17-S03,Margot accuses him of genocide,narrative_action,ENT-CHAR-0002,Margot Vance:participant,CH17-LOCAL-SEQUENCE,B03-C17-S03,Margot accuses him of genocide,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; type-review, continuity-group-local"
N-EVT-B03-C17-S03-004,B03,B03-C17-S03,B03-C17-S03,bag is retained as evidence,narrative_action,ENT-CHAR-0002,Margot Vance:participant,CH17-LOCAL-SEQUENCE,B03-C17-S03,bag is retained as evidence,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; type-review, continuity-group-local"
N-EVT-B03-C17-S03-005,B03,B03-C17-S03,B03-C17-S03,Henderson signals opportunity,narrative_action,ENT-CHAR-0002;ENT-CHAR-0012,Margot Vance:participant;Henderson:participant,CH17-LOCAL-SEQUENCE,B03-C17-S03,Henderson signals opportunity,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C17-S04-001,B03,B03-C17-S04,B03-C17-S04,Captives forced to kneel,capture,ENT-CHAR-0002,Margot Vance:participant,CH17-LOCAL-SEQUENCE,B03-C17-S04,Captives forced to kneel,scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; continuity-group-local
N-EVT-B03-C17-S04-002,B03,B03-C17-S04,B03-C17-S04,purge ordered,narrative_action,ENT-CHAR-0002,Margot Vance:participant,CH17-LOCAL-SEQUENCE,B03-C17-S04,purge ordered,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C17-S04-003,B03,B03-C17-S04,B03-C17-S04,Margot rejects fight/run/talk options,narrative_action,ENT-CHAR-0002,Margot Vance:participant,CH17-LOCAL-SEQUENCE,B03-C17-S04,Margot rejects fight/run/talk options,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; type-review, continuity-group-local"
N-EVT-B03-C17-S04-004,B03,B03-C17-S04,B03-C17-S04,Henderson signals,narrative_action,ENT-CHAR-0002;ENT-CHAR-0012,Margot Vance:participant;Henderson:participant,CH17-LOCAL-SEQUENCE,B03-C17-S04,Henderson signals,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C17-S04-005,B03,B03-C17-S04,B03-C17-S04,Margot throws lighter,narrative_action,ENT-CHAR-0002,Margot Vance:participant,CH17-LOCAL-SEQUENCE,B03-C17-S04,Margot throws lighter,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C17-S05-001,B03,B03-C17-S05,B03-C17-S05,Chemical eruption destroys intake and tower,destruction,ENT-CHAR-0002,Margot Vance:participant,EMITTER-SABOTAGE,B03-C17-S05,Chemical eruption destroys intake and tower,scene-ledger-event-specific,candidate,scaled-reviewed-v1.0,Derived from author-ratified scene ledger major event; no remaining review flag.
N-EVT-B03-C17-S05-002,B03,B03-C17-S05,B03-C17-S05,magic returns,transformation,ENT-CHAR-0002,Margot Vance:participant,CH17-LOCAL-SEQUENCE,B03-C17-S05,magic returns,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, continuity-group-local"
N-EVT-B03-C17-S05-003,B03,B03-C17-S05,B03-C17-S05,Aleksei regains vampire power,narrative_action,ENT-CHAR-0002;ENT-CHAR-0004,Margot Vance:participant;Aleksei Petrov:participant,CH17-LOCAL-SEQUENCE,B03-C17-S05,Aleksei regains vampire power,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; type-review, continuity-group-local"
N-EVT-B03-C17-S05-004,B03,B03-C17-S05,B03-C17-S05,Valerius retreats,movement,ENT-CHAR-0002;ENT-CHAR-0014,Margot Vance:participant;Inquisitor Valerius:participant,FINAL-CONFRONTATION,B03-C17-S05,Valerius retreats,scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; granularity-review
N-EVT-B03-C17-S05-005,B03,B03-C17-S05,B03-C17-S05,Jonah reports transformation,disclosure,ENT-CHAR-0002;ENT-CHAR-0001,Margot Vance:participant;Jonah Harrow:participant,JONAH-INJURY,B03-C17-S05,Jonah reports transformation,scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; granularity-review
N-EVT-B03-C17-S05-006,B03,B03-C17-S05,B03-C17-S05,Pack howls,narrative_action,ENT-CHAR-0002;ENT-GROUP-0002,Margot Vance:participant;Snowfall Creek Werewolf Pack:participant,CH17-LOCAL-SEQUENCE,B03-C17-S05,Pack howls,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C18-S01-001,B03,B03-C18-S01,B03-C18-S01,Magic returns,transformation,ENT-CHAR-0001,Jonah Harrow:participant,CH18-LOCAL-SEQUENCE,B03-C18-S01,Magic returns,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, continuity-group-local"
N-EVT-B03-C18-S01-002,B03,B03-C18-S01,B03-C18-S01,silver expelled,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,JONAH-INJURY,B03-C18-S01,silver expelled,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review"
N-EVT-B03-C18-S01-003,B03,B03-C18-S01,B03-C18-S01,wound heals,state_recovery,ENT-CHAR-0001,Jonah Harrow:participant,JONAH-INJURY,B03-C18-S01,wound heals,scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; granularity-review
N-EVT-B03-C18-S01-004,B03,B03-C18-S01,B03-C18-S01,transformation occurs,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,CH18-LOCAL-SEQUENCE,B03-C18-S01,transformation occurs,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C18-S01-005,B03,B03-C18-S01,B03-C18-S01,Henderson spared and accepted,narrative_action,ENT-CHAR-0001;ENT-CHAR-0012,Jonah Harrow:participant;Henderson:participant,CH18-LOCAL-SEQUENCE,B03-C18-S01,Henderson spared and accepted,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; type-review, continuity-group-local"
N-EVT-B03-C18-S01-006,B03,B03-C18-S01,B03-C18-S01,duct grate destroyed,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,CH18-LOCAL-SEQUENCE,B03-C18-S01,duct grate destroyed,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C18-S02-001,B03,B03-C18-S02,B03-C18-S02,Jonah drops from vent,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,JONAH-INJURY,B03-C18-S02,Jonah drops from vent,scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; type-review
N-EVT-B03-C18-S02-002,B03,B03-C18-S02,B03-C18-S02,overhears Alpha-level heat warning,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,CH18-LOCAL-SEQUENCE,B03-C18-S02,overhears Alpha-level heat warning,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; type-review, continuity-group-local"
N-EVT-B03-C18-S02-003,B03,B03-C18-S02,B03-C18-S02,incapacitates two troopers,physical_conflict,ENT-CHAR-0001,Jonah Harrow:participant,CH18-LOCAL-SEQUENCE,B03-C18-S02,incapacitates two troopers,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, continuity-group-local"
N-EVT-B03-C18-S02-004,B03,B03-C18-S02,B03-C18-S02,follows Pack scent,narrative_action,ENT-CHAR-0001;ENT-GROUP-0002,Jonah Harrow:participant;Snowfall Creek Werewolf Pack:participant,CH18-LOCAL-SEQUENCE,B03-C18-S02,follows Pack scent,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C18-S02-005,B03,B03-C18-S02,B03-C18-S02,bursts through doors,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,CH18-LOCAL-SEQUENCE,B03-C18-S02,bursts through doors,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C18-S03-001,B03,B03-C18-S03,B03-C18-S03,Jonah howls,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,JONAH-INJURY,B03-C18-S03,Jonah howls,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review"
N-EVT-B03-C18-S03-002,B03,B03-C18-S03,B03-C18-S03,wolves rally,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,CH18-LOCAL-SEQUENCE,B03-C18-S03,wolves rally,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C18-S03-003,B03,B03-C18-S03,B03-C18-S03,lead transport attacked,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,CH18-LOCAL-SEQUENCE,B03-C18-S03,lead transport attacked,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C18-S03-004,B03,B03-C18-S03,B03-C18-S03,coordinated disabling action,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,CH18-LOCAL-SEQUENCE,B03-C18-S03,coordinated disabling action,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C18-S03-005,B03,B03-C18-S03,B03-C18-S03,school secured,narrative_action,ENT-CHAR-0001;ENT-OBJ-0024,Jonah Harrow:participant;Dragon's-Blood Antiviral Cure:participant,CURE-DELIVERY,B03-C18-S03,school secured,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review"
N-EVT-B03-C18-S03-006,B03,B03-C18-S03,B03-C18-S03,Sarah reports Margot passed toward the access road,disclosure,ENT-CHAR-0001;ENT-CHAR-0002;ENT-CHAR-0016,Jonah Harrow:participant;Margot Vance:participant;Sarah:participant,CH18-LOCAL-SEQUENCE,B03-C18-S03,Sarah reports Margot passed toward the access road,scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; continuity-group-local
N-EVT-B03-C18-S04-001,B03,B03-C18-S04,B03-C18-S04,Jonah runs uphill,movement,ENT-CHAR-0001,Jonah Harrow:participant,JONAH-INJURY,B03-C18-S04,Jonah runs uphill,scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; granularity-review
N-EVT-B03-C18-S04-002,B03,B03-C18-S04,B03-C18-S04,sees overturned jeep,discovery,ENT-CHAR-0001,Jonah Harrow:participant,CH18-LOCAL-SEQUENCE,B03-C18-S04,sees overturned jeep,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, continuity-group-local"
N-EVT-B03-C18-S04-003,B03,B03-C18-S04,B03-C18-S04,finds team,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,CH18-LOCAL-SEQUENCE,B03-C18-S04,finds team,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C18-S04-004,B03,B03-C18-S04,B03-C18-S04,shifts,transformation,ENT-CHAR-0001,Jonah Harrow:participant,CH18-LOCAL-SEQUENCE,B03-C18-S04,shifts,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, continuity-group-local"
N-EVT-B03-C18-S04-005,B03,B03-C18-S04,B03-C18-S04,embraces Margot,relationship_event,ENT-CHAR-0001;ENT-CHAR-0002,Jonah Harrow:participant;Margot Vance:participant,CH18-LOCAL-SEQUENCE,B03-C18-S04,embraces Margot,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, continuity-group-local"
N-EVT-B03-C18-S04-006,B03,B03-C18-S04,B03-C18-S04,confirms restored magic,disclosure,ENT-CHAR-0001,Jonah Harrow:participant,CH18-LOCAL-SEQUENCE,B03-C18-S04,confirms restored magic,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, continuity-group-local"
N-EVT-B03-C18-S04-007,B03,B03-C18-S04,B03-C18-S04,Aleksei points to sky,narrative_action,ENT-CHAR-0001;ENT-CHAR-0004,Jonah Harrow:participant;Aleksei Petrov:participant,CH18-LOCAL-SEQUENCE,B03-C18-S04,Aleksei points to sky,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; type-review, continuity-group-local"
N-EVT-B03-C18-S05-001,B03,B03-C18-S05,B03-C18-S05,Gunship appears,arrival,ENT-CHAR-0001;ENT-OBJ-0033,Jonah Harrow:participant;Magisterium Gunship:participant,GUNSHIP-BATTLE,B03-C18-S05,Gunship appears,scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; granularity-review
N-EVT-B03-C18-S05-002,B03,B03-C18-S05,B03-C18-S05,school rejected,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,CH18-LOCAL-SEQUENCE,B03-C18-S05,school rejected,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C18-S05-003,B03,B03-C18-S05,B03-C18-S05,Archives chosen as fortress,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,ARCHIVES-DEFENSE,B03-C18-S05,Archives chosen as fortress,scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; type-review
N-EVT-B03-C18-S05-004,B03,B03-C18-S05,B03-C18-S05,ballista identified,narrative_action,ENT-CHAR-0001;ENT-OBJ-0019,Jonah Harrow:participant;Dragon-Killer Ballista:participant,ARCHIVES-DEFENSE,B03-C18-S05,ballista identified,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review"
N-EVT-B03-C18-S05-005,B03,B03-C18-S05,B03-C18-S05,"Pack, Trolls, and Aleksei assigned",narrative_action,ENT-CHAR-0001;ENT-CHAR-0004;ENT-GROUP-0002,Jonah Harrow:participant;Aleksei Petrov:participant;Snowfall Creek Werewolf Pack:participant,CH18-LOCAL-SEQUENCE,B03-C18-S05,"Pack, Trolls, and Aleksei assigned",scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; type-review, continuity-group-local"
N-EVT-B03-C19-S01-001,B03,B03-C19-S01,B03-C19-S01,Gunship attacks main street,physical_conflict,ENT-CHAR-0002;ENT-CHAR-0001;ENT-OBJ-0033,Margot Vance:participant;Jonah Harrow:participant;Magisterium Gunship:participant,GUNSHIP-BATTLE,B03-C19-S01,Gunship attacks main street,scene-ledger-event-specific,candidate,scaled-reviewed-v1.0,Derived from author-ratified scene ledger major event; no remaining review flag.
N-EVT-B03-C19-S01-002,B03,B03-C19-S01,B03-C19-S01,convoy flees through alley,movement,ENT-CHAR-0002;ENT-CHAR-0001,Margot Vance:participant;Jonah Harrow:participant,CH19-LOCAL-SEQUENCE,B03-C19-S01,convoy flees through alley,scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; continuity-group-local
N-EVT-B03-C19-S01-003,B03,B03-C19-S01,B03-C19-S01,wounded supernatural allies retreat toward library,state_damage,ENT-CHAR-0002;ENT-CHAR-0001,Margot Vance:participant;Jonah Harrow:participant,JONAH-INJURY,B03-C19-S01,wounded supernatural allies retreat toward library,scene-ledger-event-specific,candidate,scaled-reviewed-v1.0,Derived from author-ratified scene ledger major event; no remaining review flag.
N-EVT-B03-C19-S02-001,B03,B03-C19-S02,B03-C19-S02,Library communicates with Margot,narrative_action,ENT-CHAR-0002,Margot Vance:participant,CH19-LOCAL-SEQUENCE,B03-C19-S02,Library communicates with Margot,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; type-review, continuity-group-local"
N-EVT-B03-C19-S02-002,B03,B03-C19-S02,B03-C19-S02,lockdown systems activate,narrative_action,ENT-CHAR-0002,Margot Vance:participant,CH19-LOCAL-SEQUENCE,B03-C19-S02,lockdown systems activate,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C19-S02-003,B03,B03-C19-S02,B03-C19-S02,gargoyle sonic defenses engage,narrative_action,ENT-CHAR-0002,Margot Vance:participant,CH19-LOCAL-SEQUENCE,B03-C19-S02,gargoyle sonic defenses engage,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; type-review, continuity-group-local"
N-EVT-B03-C19-S03-001,B03,B03-C19-S03,B03-C19-S03,Survivors cross lawn under fire,narrative_action,ENT-CHAR-0002;ENT-CHAR-0001,Margot Vance:participant;Jonah Harrow:participant,CH19-LOCAL-SEQUENCE,B03-C19-S03,Survivors cross lawn under fire,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; type-review, continuity-group-local"
N-EVT-B03-C19-S03-002,B03,B03-C19-S03,B03-C19-S03,all enter,narrative_action,ENT-CHAR-0002;ENT-CHAR-0001,Margot Vance:participant;Jonah Harrow:participant,CH19-LOCAL-SEQUENCE,B03-C19-S03,all enter,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C19-S03-003,B03,B03-C19-S03,B03-C19-S03,doors and iron deadbolts seal,narrative_action,ENT-CHAR-0002;ENT-CHAR-0001,Margot Vance:participant;Jonah Harrow:participant,CH19-LOCAL-SEQUENCE,B03-C19-S03,doors and iron deadbolts seal,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; type-review, continuity-group-local"
N-EVT-B03-C19-S03-004,B03,B03-C19-S03,B03-C19-S03,service hoist is selected,narrative_action,ENT-CHAR-0002;ENT-CHAR-0001,Margot Vance:participant;Jonah Harrow:participant,CH19-LOCAL-SEQUENCE,B03-C19-S03,service hoist is selected,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; type-review, continuity-group-local"
N-EVT-B03-C19-S04-001,B03,B03-C19-S04,B03-C19-S04,Hoist descends through B1-B3,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,CH19-LOCAL-SEQUENCE,B03-C19-S04,Hoist descends through B1-B3,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; type-review, continuity-group-local"
N-EVT-B03-C19-S04-002,B03,B03-C19-S04,B03-C19-S04,B4 arsenal opened,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,CH19-LOCAL-SEQUENCE,B03-C19-S04,B4 arsenal opened,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
