normalized_event_id,book_id,start_scene_id,end_scene_id,event_label,event_type,participant_entity_ids,participant_roles,continuity_group_id,source_span,source_quote,evidence_status,canonical_status,review_status,review_rationale
N-EVT-B03-C19-S02-002,B03,B03-C19-S02,B03-C19-S02,lockdown systems activate,narrative_action,ENT-CHAR-0002,Margot Vance:participant,CH19-LOCAL-SEQUENCE,B03-C19-S02,lockdown systems activate,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C19-S02-003,B03,B03-C19-S02,B03-C19-S02,gargoyle sonic defenses engage,narrative_action,ENT-CHAR-0002,Margot Vance:participant,CH19-LOCAL-SEQUENCE,B03-C19-S02,gargoyle sonic defenses engage,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; type-review, continuity-group-local"
N-EVT-B03-C19-S03-001,B03,B03-C19-S03,B03-C19-S03,Survivors cross lawn under fire,narrative_action,ENT-CHAR-0002;ENT-CHAR-0001,Margot Vance:participant;Jonah Harrow:participant,CH19-LOCAL-SEQUENCE,B03-C19-S03,Survivors cross lawn under fire,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; type-review, continuity-group-local"
N-EVT-B03-C19-S03-002,B03,B03-C19-S03,B03-C19-S03,all enter,narrative_action,ENT-CHAR-0002;ENT-CHAR-0001,Margot Vance:participant;Jonah Harrow:participant,CH19-LOCAL-SEQUENCE,B03-C19-S03,all enter,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C19-S03-003,B03,B03-C19-S03,B03-C19-S03,doors and iron deadbolts seal,narrative_action,ENT-CHAR-0002;ENT-CHAR-0001,Margot Vance:participant;Jonah Harrow:participant,CH19-LOCAL-SEQUENCE,B03-C19-S03,doors and iron deadbolts seal,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; type-review, continuity-group-local"
N-EVT-B03-C19-S03-004,B03,B03-C19-S03,B03-C19-S03,service hoist is selected,narrative_action,ENT-CHAR-0002;ENT-CHAR-0001,Margot Vance:participant;Jonah Harrow:participant,CH19-LOCAL-SEQUENCE,B03-C19-S03,service hoist is selected,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; type-review, continuity-group-local"
N-EVT-B03-C19-S04-001,B03,B03-C19-S04,B03-C19-S04,Hoist descends through B1-B3,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,CH19-LOCAL-SEQUENCE,B03-C19-S04,Hoist descends through B1-B3,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; type-review, continuity-group-local"
N-EVT-B03-C19-S04-002,B03,B03-C19-S04,B03-C19-S04,B4 arsenal opened,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,CH19-LOCAL-SEQUENCE,B03-C19-S04,B4 arsenal opened,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C19-S04-003,B03,B03-C19-S04,B03-C19-S04,Trolls lift ancient ballista,narrative_action,ENT-CHAR-0001;ENT-OBJ-0019,Jonah Harrow:participant;Dragon-Killer Ballista:participant,ARCHIVES-DEFENSE,B03-C19-S04,Trolls lift ancient ballista,scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; type-review
N-EVT-B03-C19-S05-001,B03,B03-C19-S05,B03-C19-S05,Ballista positioned under skylight,narrative_action,ENT-CHAR-0002;ENT-OBJ-0019,Margot Vance:participant;Dragon-Killer Ballista:participant,ARCHIVES-DEFENSE,B03-C19-S05,Ballista positioned under skylight,scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; type-review
N-EVT-B03-C19-S05-002,B03,B03-C19-S05,B03-C19-S05,gunship aligns overhead,narrative_action,ENT-CHAR-0002;ENT-OBJ-0033,Margot Vance:participant;Magisterium Gunship:participant,GUNSHIP-BATTLE,B03-C19-S05,gunship aligns overhead,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review"
N-EVT-B03-C19-S05-003,B03,B03-C19-S05,B03-C19-S05,Margot fires magical harpoon,narrative_action,ENT-CHAR-0002,Margot Vance:participant,CH19-LOCAL-SEQUENCE,B03-C19-S05,Margot fires magical harpoon,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; type-review, continuity-group-local"
N-EVT-B03-C20-S01-001,B03,B03-C20-S01,B03-C20-S01,Green neurotoxin fills atrium,narrative_action,ENT-CHAR-0002,Margot Vance:participant,CH20-LOCAL-SEQUENCE,B03-C20-S01,Green neurotoxin fills atrium,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; type-review, continuity-group-local"
N-EVT-B03-C20-S01-002,B03,B03-C20-S01,B03-C20-S01,defenders collapse,narrative_action,ENT-CHAR-0002,Margot Vance:participant,CH20-LOCAL-SEQUENCE,B03-C20-S01,defenders collapse,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C20-S01-003,B03,B03-C20-S01,B03-C20-S01,Valerius reveals Grey Guard control and experimental intent,disclosure,ENT-CHAR-0002;ENT-CHAR-0014;ENT-GROUP-0004,Margot Vance:participant;Inquisitor Valerius:participant;Grey Guard:participant,WILD-HUNT,B03-C20-S01,Valerius reveals Grey Guard control and experimental intent,scene-ledger-event-specific,candidate,scaled-reviewed-v1.0,Derived from author-ratified scene ledger major event; no remaining review flag.
N-EVT-B03-C20-S02-001,B03,B03-C20-S02,B03-C20-S02,Wolf hunts Margot through iron forest,narrative_action,ENT-CHAR-0001;ENT-CHAR-0002;ENT-STATE-0002,Jonah Harrow:participant;Margot Vance:participant;Jonah's Wolf:participant,CH20-LOCAL-SEQUENCE,B03-C20-S02,Wolf hunts Margot through iron forest,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; type-review, continuity-group-local"
N-EVT-B03-C20-S02-002,B03,B03-C20-S02,B03-C20-S02,shadow interferes,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,CH20-LOCAL-SEQUENCE,B03-C20-S02,shadow interferes,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C20-S02-003,B03,B03-C20-S02,B03-C20-S02,Margot becomes pages and ash,narrative_action,ENT-CHAR-0001;ENT-CHAR-0002,Jonah Harrow:participant;Margot Vance:participant,CH20-LOCAL-SEQUENCE,B03-C20-S02,Margot becomes pages and ash,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; type-review, continuity-group-local"
N-EVT-B03-C20-S03-001,B03,B03-C20-S03,B03-C20-S03,Margot drags Jonah to safety,narrative_action,ENT-CHAR-0001;ENT-CHAR-0002,Jonah Harrow:participant;Margot Vance:participant,JONAH-INJURY,B03-C20-S03,Margot drags Jonah to safety,scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; type-review
N-EVT-B03-C20-S03-002,B03,B03-C20-S03,B03-C20-S03,occupied library seen under searchlights,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,CH20-LOCAL-SEQUENCE,B03-C20-S03,occupied library seen under searchlights,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; type-review, continuity-group-local"
N-EVT-B03-C20-S03-003,B03,B03-C20-S03,B03-C20-S03,Wild Hunt protocol activated,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,WILD-HUNT,B03-C20-S03,Wild Hunt protocol activated,scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; type-review
N-EVT-B03-C21-S01-001,B03,B03-C21-S01,B03-C21-S01,Troll barricades built,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,CH21-LOCAL-SEQUENCE,B03-C21-S01,Troll barricades built,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C21-S01-002,B03,B03-C21-S01,B03-C21-S01,wolf trenches dug,narrative_action,ENT-CHAR-0001;ENT-STATE-0002,Jonah Harrow:participant;Jonah's Wolf:participant,CH21-LOCAL-SEQUENCE,B03-C21-S01,wolf trenches dug,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C21-S01-003,B03,B03-C21-S01,B03-C21-S01,town fortified,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,CH21-LOCAL-SEQUENCE,B03-C21-S01,town fortified,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C21-S01-004,B03,B03-C21-S01,B03-C21-S01,Jonah recognizes command responsibility,discovery,ENT-CHAR-0001,Jonah Harrow:participant,JONAH-INJURY,B03-C21-S01,Jonah recognizes command responsibility,scene-ledger-event-specific,candidate,scaled-reviewed-v1.0,Derived from author-ratified scene ledger major event; no remaining review flag.
N-EVT-B03-C21-S02-001,B03,B03-C21-S02,B03-C21-S02,Fire Elemental installed in furnace,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,CH21-LOCAL-SEQUENCE,B03-C21-S02,Fire Elemental installed in furnace,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; type-review, continuity-group-local"
N-EVT-B03-C21-S02-002,B03,B03-C21-S02,B03-C21-S02,ley-line capacitor powered,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,CH21-LOCAL-SEQUENCE,B03-C21-S02,ley-line capacitor powered,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C21-S02-003,B03,B03-C21-S02,B03-C21-S02,wards strengthened,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,CH21-LOCAL-SEQUENCE,B03-C21-S02,wards strengthened,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C21-S03-001,B03,B03-C21-S03,B03-C21-S03,Blade of Silas examined,narrative_action,ENT-CHAR-0001;ENT-CHAR-0017,Jonah Harrow:participant;Silas Blackwood:participant,CH21-LOCAL-SEQUENCE,B03-C21-S03,Blade of Silas examined,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; type-review, continuity-group-local"
N-EVT-B03-C21-S03-002,B03,B03-C21-S03,B03-C21-S03,dark artifacts debated,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,CH21-LOCAL-SEQUENCE,B03-C21-S03,dark artifacts debated,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C21-S03-003,B03,B03-C21-S03,B03-C21-S03,"rifles, armor, and grimoires distributed",narrative_action,ENT-CHAR-0001;ENT-OBJ-0020,Jonah Harrow:participant;Combat Grimoires:participant,ARCHIVES-DEFENSE,B03-C21-S03,"rifles, armor, and grimoires distributed",scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; type-review
N-EVT-B03-C21-S04-001,B03,B03-C21-S04,B03-C21-S04,Topographic map reviewed,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,CH21-LOCAL-SEQUENCE,B03-C21-S04,Topographic map reviewed,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C21-S04-002,B03,B03-C21-S04,B03-C21-S04,bridge choke point planned,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,RESISTANCE-MISSION,B03-C21-S04,bridge choke point planned,scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; type-review
N-EVT-B03-C21-S04-003,B03,B03-C21-S04,B03-C21-S04,Trolls assigned as living armor,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,CH21-LOCAL-SEQUENCE,B03-C21-S04,Trolls assigned as living armor,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; type-review, continuity-group-local"
N-EVT-B03-C21-S04-004,B03,B03-C21-S04,B03-C21-S04,escape and Scroll contingency discussed,narrative_action,ENT-CHAR-0001;ENT-OBJ-0010,Jonah Harrow:participant;Original Integration Treaty:participant,TREATY-CUSTODY,B03-C21-S04,escape and Scroll contingency discussed,scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; type-review
N-EVT-B03-C21-S05-001,B03,B03-C21-S05,B03-C21-S05,Jonah rejects abandoning Margot,narrative_action,ENT-CHAR-0001;ENT-CHAR-0002,Jonah Harrow:participant;Margot Vance:participant,JONAH-INJURY,B03-C21-S05,Jonah rejects abandoning Margot,scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; type-review
N-EVT-B03-C21-S05-002,B03,B03-C21-S05,B03-C21-S05,declares her his anchor,decision,ENT-CHAR-0001,Jonah Harrow:participant,RELATIONSHIP-ESCALATION,B03-C21-S05,declares her his anchor,scene-ledger-event-specific,candidate,scaled-reviewed-v1.0,Derived from author-ratified scene ledger major event; no remaining review flag.
N-EVT-B03-C21-S05-003,B03,B03-C21-S05,B03-C21-S05,emotional confession,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,CH21-LOCAL-SEQUENCE,B03-C21-S05,emotional confession,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C21-S05-004,B03,B03-C21-S05,B03-C21-S05,advancing army detected,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,CH21-LOCAL-SEQUENCE,B03-C21-S05,advancing army detected,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C21-S06-001,B03,B03-C21-S06,B03-C21-S06,Grey Guard legion crosses bridge,narrative_action,ENT-CHAR-0001;ENT-GROUP-0004,Jonah Harrow:participant;Grey Guard:participant,WILD-HUNT,B03-C21-S06,Grey Guard legion crosses bridge,scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; type-review
N-EVT-B03-C21-S06-002,B03,B03-C21-S06,B03-C21-S06,anti-magic phalanx revealed,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,CH21-LOCAL-SEQUENCE,B03-C21-S06,anti-magic phalanx revealed,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C21-S06-003,B03,B03-C21-S06,B03-C21-S06,Valerius demands surrender,narrative_action,ENT-CHAR-0001;ENT-CHAR-0014,Jonah Harrow:participant;Inquisitor Valerius:participant,FINAL-CONFRONTATION,B03-C21-S06,Valerius demands surrender,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review"
N-EVT-B03-C21-S06-004,B03,B03-C21-S06,B03-C21-S06,town answers with armed defiance,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,CH21-LOCAL-SEQUENCE,B03-C21-S06,town answers with armed defiance,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; type-review, continuity-group-local"
N-EVT-B03-C22-S01-001,B03,B03-C22-S01,B03-C22-S01,Grey Guard advances,narrative_action,ENT-CHAR-0002;ENT-CHAR-0001;ENT-GROUP-0004,Margot Vance:participant;Jonah Harrow:participant;Grey Guard:participant,WILD-HUNT,B03-C22-S01,Grey Guard advances,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review"
N-EVT-B03-C22-S01-002,B03,B03-C22-S01,B03-C22-S01,trench defense collapses,narrative_action,ENT-CHAR-0002;ENT-CHAR-0001,Margot Vance:participant;Jonah Harrow:participant,CH22-LOCAL-SEQUENCE,B03-C22-S01,trench defense collapses,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C22-S01-003,B03,B03-C22-S01,B03-C22-S01,wounded defenders retreat,state_damage,ENT-CHAR-0002;ENT-CHAR-0001,Margot Vance:participant;Jonah Harrow:participant,JONAH-INJURY,B03-C22-S01,wounded defenders retreat,scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; granularity-review
N-EVT-B03-C22-S01-004,B03,B03-C22-S01,B03-C22-S01,plasma cutter attacks the oak doors,physical_conflict,ENT-CHAR-0002;ENT-CHAR-0001,Margot Vance:participant;Jonah Harrow:participant,CH22-LOCAL-SEQUENCE,B03-C22-S01,plasma cutter attacks the oak doors,scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; continuity-group-local
N-EVT-B03-C22-S02-001,B03,B03-C22-S02,B03-C22-S02,Oak doors glow from plasma cutter,narrative_action,ENT-CHAR-0002,Margot Vance:participant,CH22-LOCAL-SEQUENCE,B03-C22-S02,Oak doors glow from plasma cutter,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; type-review, continuity-group-local"
N-EVT-B03-C22-S02-002,B03,B03-C22-S02,B03-C22-S02,Grey Guard breaches,movement,ENT-CHAR-0002;ENT-GROUP-0004,Margot Vance:participant;Grey Guard:participant,WILD-HUNT,B03-C22-S02,Grey Guard breaches,scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; granularity-review
N-EVT-B03-C22-S02-003,B03,B03-C22-S02,B03-C22-S02,Margot positions defenders and prepares floor mechanism,preparation,ENT-CHAR-0002,Margot Vance:participant,CH22-LOCAL-SEQUENCE,B03-C22-S02,Margot positions defenders and prepares floor mechanism,scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; continuity-group-local
N-EVT-B03-C22-S03-001,B03,B03-C22-S03,B03-C22-S03,Floor rotates,narrative_action,ENT-CHAR-0002;ENT-CHAR-0001,Margot Vance:participant;Jonah Harrow:participant,CH22-LOCAL-SEQUENCE,B03-C22-S03,Floor rotates,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C22-S03-002,B03,B03-C22-S03,B03-C22-S03,gravity follows,narrative_action,ENT-CHAR-0002;ENT-CHAR-0001,Margot Vance:participant;Jonah Harrow:participant,CH22-LOCAL-SEQUENCE,B03-C22-S03,gravity follows,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C22-S03-003,B03,B03-C22-S03,B03-C22-S03,Grey Guard falls into paradox space,narrative_action,ENT-CHAR-0002;ENT-CHAR-0001;ENT-GROUP-0004,Margot Vance:participant;Jonah Harrow:participant;Grey Guard:participant,WILD-HUNT,B03-C22-S03,Grey Guard falls into paradox space,scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; type-review
N-EVT-B03-C22-S03-004,B03,B03-C22-S03,B03-C22-S03,Valerius orders reserves,decision,ENT-CHAR-0002;ENT-CHAR-0001;ENT-CHAR-0014,Margot Vance:participant;Jonah Harrow:participant;Inquisitor Valerius:participant,FINAL-CONFRONTATION,B03-C22-S03,Valerius orders reserves,scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; granularity-review
N-EVT-B03-C22-S04-001,B03,B03-C22-S04,B03-C22-S04,Valerius approaches alone,narrative_action,ENT-CHAR-0001;ENT-CHAR-0014,Jonah Harrow:participant;Inquisitor Valerius:participant,FINAL-CONFRONTATION,B03-C22-S04,Valerius approaches alone,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review"
N-EVT-B03-C22-S04-002,B03,B03-C22-S04,B03-C22-S04,terms exchanged,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,CH22-LOCAL-SEQUENCE,B03-C22-S04,terms exchanged,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C22-S04-003,B03,B03-C22-S04,B03-C22-S04,Margot requests access to the Scroll,narrative_action,ENT-CHAR-0001;ENT-CHAR-0002;ENT-OBJ-0010,Jonah Harrow:participant;Margot Vance:participant;Original Integration Treaty:participant,TREATY-CUSTODY,B03-C22-S04,Margot requests access to the Scroll,scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; type-review
N-EVT-B03-C22-S04-004,B03,B03-C22-S04,B03-C22-S04,Jonah reads her real plan,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,JONAH-INJURY,B03-C22-S04,Jonah reads her real plan,scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; type-review
N-EVT-B03-C22-S05-001,B03,B03-C22-S05,B03-C22-S05,Margot consults the Fire Elemental,narrative_action,ENT-CHAR-0002,Margot Vance:participant,CH22-LOCAL-SEQUENCE,B03-C22-S05,Margot consults the Fire Elemental,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; type-review, continuity-group-local"
N-EVT-B03-C22-S05-002,B03,B03-C22-S05,B03-C22-S05,enemy construct approaches,narrative_action,ENT-CHAR-0002,Margot Vance:participant,CH22-LOCAL-SEQUENCE,B03-C22-S05,enemy construct approaches,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C22-S05-003,B03,B03-C22-S05,B03-C22-S05,Siege Golem revealed,narrative_action,ENT-CHAR-0002,Margot Vance:participant,CH22-LOCAL-SEQUENCE,B03-C22-S05,Siege Golem revealed,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C22-S06-001,B03,B03-C22-S06,B03-C22-S06,Siege Golem attacks,physical_conflict,ENT-CHAR-0002;ENT-CHAR-0001,Margot Vance:participant;Jonah Harrow:participant,CH22-LOCAL-SEQUENCE,B03-C22-S06,Siege Golem attacks,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, continuity-group-local"
N-EVT-B03-C22-S06-002,B03,B03-C22-S06,B03-C22-S06,Grishka is thrown into fountain,narrative_action,ENT-CHAR-0002;ENT-CHAR-0001;ENT-CHAR-0003,Margot Vance:participant;Jonah Harrow:participant;Grishka:participant,CH22-LOCAL-SEQUENCE,B03-C22-S06,Grishka is thrown into fountain,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; type-review, continuity-group-local"
N-EVT-B03-C22-S06-003,B03,B03-C22-S06,B03-C22-S06,Golem raises both arms to break through,preparation,ENT-CHAR-0002;ENT-CHAR-0001,Margot Vance:participant;Jonah Harrow:participant,CH22-LOCAL-SEQUENCE,B03-C22-S06,Golem raises both arms to break through,scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; continuity-group-local
N-EVT-B03-C23-S01-001,B03,B03-C23-S01,B03-C23-S01,Golem destroys interior,destruction,ENT-CHAR-0002,Margot Vance:participant,CH23-LOCAL-SEQUENCE,B03-C23-S01,Golem destroys interior,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, continuity-group-local"
N-EVT-B03-C23-S01-002,B03,B03-C23-S01,B03-C23-S01,Grishka wounded,state_damage,ENT-CHAR-0002;ENT-CHAR-0003,Margot Vance:participant;Grishka:participant,JONAH-INJURY,B03-C23-S01,Grishka wounded,scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; granularity-review
N-EVT-B03-C23-S01-003,B03,B03-C23-S01,B03-C23-S01,Margot analyzes construct rules,narrative_action,ENT-CHAR-0002,Margot Vance:participant,CH23-LOCAL-SEQUENCE,B03-C23-S01,Margot analyzes construct rules,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; type-review, continuity-group-local"
N-EVT-B03-C23-S01-004,B03,B03-C23-S01,B03-C23-S01,loophole idea forms,narrative_action,ENT-CHAR-0002,Margot Vance:participant,CH23-LOCAL-SEQUENCE,B03-C23-S01,loophole idea forms,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C23-S02-001,B03,B03-C23-S02,B03-C23-S02,Old Index searched,narrative_action,ENT-CHAR-0002,Margot Vance:participant,CH23-LOCAL-SEQUENCE,B03-C23-S02,Old Index searched,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C23-S02-002,B03,B03-C23-S02,B03-C23-S02,Golem classified,narrative_action,ENT-CHAR-0002,Margot Vance:participant,CH23-LOCAL-SEQUENCE,B03-C23-S02,Golem classified,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C23-S02-003,B03,B03-C23-S02,B03-C23-S02,Trans-Dimensional Oversize Returns chute requested,narrative_action,ENT-CHAR-0002,Margot Vance:participant,CH23-LOCAL-SEQUENCE,B03-C23-S02,Trans-Dimensional Oversize Returns chute requested,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; type-review, continuity-group-local"
N-EVT-B03-C23-S02-004,B03,B03-C23-S02,B03-C23-S02,Label Gun loaded,narrative_action,ENT-CHAR-0002;ENT-OBJ-0021,Margot Vance:participant;Keeper's Label Gun:participant,CH23-LOCAL-SEQUENCE,B03-C23-S02,Label Gun loaded,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C23-S03-001,B03,B03-C23-S03,B03-C23-S03,Margot rides book cart,narrative_action,ENT-CHAR-0002,Margot Vance:participant,CH23-LOCAL-SEQUENCE,B03-C23-S03,Margot rides book cart,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; type-review, continuity-group-local"
N-EVT-B03-C23-S03-002,B03,B03-C23-S03,B03-C23-S03,Jonah shifts and attacks hydraulics,physical_conflict,ENT-CHAR-0002;ENT-CHAR-0001,Margot Vance:participant;Jonah Harrow:participant,JONAH-INJURY,B03-C23-S03,Jonah shifts and attacks hydraulics,scene-ledger-event-specific,candidate,scaled-reviewed-v1.0,Derived from author-ratified scene ledger major event; no remaining review flag.
N-EVT-B03-C23-S03-003,B03,B03-C23-S03,B03-C23-S03,Aleksei distracts,narrative_action,ENT-CHAR-0002;ENT-CHAR-0004,Margot Vance:participant;Aleksei Petrov:participant,CH23-LOCAL-SEQUENCE,B03-C23-S03,Aleksei distracts,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
